mirnaid,refseqid,genesymbol,duplex,start,end,bindingp,energy,seed,accessibility,au,phylopstem,phylopflank,me,number_of_pairings,binding_region_length,longest_consecutive_pairings,position,validated,TargetScan,miRDB
hsa-miR-1827,NM_017656,ZNF562,((((((((((((((((..&))))).))....))))))))).,1669,1691,1.0,-18.8,1,0.003274314,0.5,0.058430761904761895,-0.15246997000000004,-3.937574446201665,16,22,9,3UTR,MIRT695565,0,0
hsa-miR-1827,NM_017774,CDKAL1,.(((((((((((((....&)))).))))))))).,2012,2027,1.0,-18.4,1,0.002543282,0.515,-0.3949457142857144,0.08702605874999995,-4.761823477911366,13,15,9,3UTR,MIRT631949,0,1
hsa-miR-1827,NM_017877,SLC35F6,((((((((..((((((..&))))))...)))))))).,2576,2594,1.0,-20.3,1,0.0182392,0.471,0.2560553749999999,0.088692825,-6.236470572775607,14,18,8,3UTR,MIRT377071,0,1
hsa-miR-1827,NM_018373,SYNJ2BP,...(((((.((((((...&))))))))))).,6054,6066,1.0,-16.5,1,0.001364622,0.397,0.2822439500000001,0.91505611125,-7.803978932228115,11,12,11,3UTR,MIRT665998,0,0
hsa-miR-1827,NM_020631,PLEKHG5,.((((((((((.(((((.&))))))))))))))).,3216,3232,1.0,-22.5,1,0.0001145388,0.353,3.7136465000000003,3.2508445850000003,-7.140128146953473,15,16,15,3UTR,MIRT738141,0,1
hsa-miR-1827,NM_020714,ZNF490,((((((((((((((....&))))))).))))))).,2320,2336,1.0,-19.8,1,0.0002077109,0.426,-0.08264237333333334,-0.2835582349999999,-4.906073086755913,14,16,7,3UTR,MIRT459038,0,1
hsa-miR-1827,NM_020772,NUFIP2,.((((((((((.(((((.&))))).)))))))))).,8950,8967,1.0,-18.1,1,0.005540265,0.691,3.752624,3.3189637087499992,-7.140128146953473,15,17,10,3UTR,MIRT145330,0,1
hsa-miR-1827,NM_020772,NUFIP2,((((((((.(((..((((&))))..)))..)))))))).,8151,8171,1.0,-18.0,1,0.007589035,0.603,3.699535,1.9195037,-7.139934634634077,15,20,8,3UTR,MIRT145330,0,1
hsa-miR-1827,NM_020786,PDP2,.((((((.((((((....&)))))))))))).,2449,2462,1.0,-16.1,1,0.01256393,0.544,-0.07744091666666668,0.13249529624999998,-7.075458407091997,12,13,12,3UTR,MIRT700946,0,0
hsa-miR-1827,NM_021624,HRH4,.(((((((.((.(((...&))).))))))))).,2698,2712,1.0,-15.7,1,0.009331566,0.456,0.2892281428571429,-0.01638353750000001,-8.42956688550285,12,14,9,3UTR,MIRT681981,0,0
hsa-miR-1827,NM_021916,ZNF70,((((((((.(((.((...&.)).))).)))))))).,5389,5413,1.0,-19.4,1,0.05189706,0.412,0.845768625,1.0965472075,-6.516143797417284,13,17,8,3UTR,MIRT463020,0,0
hsa-miR-1827,NM_022347,TOR1AIP2,((((((((.(((((((((&)))))).....))).)))))))).,2952,2976,1.0,-19.2,1,0.004318887,0.412,0.7762287007142857,0.17846536137500002,-4.993964104447428,17,24,8,3UTR,MIRT475282,0,1
hsa-miR-1827,NM_022763,FNDC3B,.((((((.(((((((...&))))))).)))))).,4717,4732,1.0,-19.5,1,0.0010497,0.618,2.369288142857143,1.9889830249999996,-6.340008846841362,13,15,7,3UTR,MIRT476806,0,0
hsa-miR-1827,NM_022842,CDCP1,((((((((..(((((...&)))))...)))))))).,4549,4566,1.0,-18.0,1,0.009500761,0.426,2.6919868750000004,1.8261274225,-6.46951965307922,13,17,8,3UTR,MIRT564107,0,0
hsa-miR-1827,NM_024612,DHX40,.((((((((((((.((..&.))..)))))))))))).,3361,3404,1.0,-18.0,1,0.02752708,0.559,1.9243884999999998,1.5817630743750004,-4.650164754877524,14,18,12,3UTR,MIRT491274,0,0
hsa-miR-1827,NM_024638,QTRT2,((((((((.(((((((..&))))))).))).))))).,3198,3216,1.0,-19.5,1,0.02074699,0.515,-0.09532271111111108,0.04035282249999999,-4.993964104447428,15,18,7,3UTR,MIRT763096,0,1
hsa-miR-1827,NM_024775,GEMIN6,((((((((.(((.((...&.)).))).)))))))).,1985,2009,1.0,-19.4,1,0.04805962,0.412,0.09774775,-0.08238511250000005,-6.516143797417284,13,17,8,3UTR,MIRT453681,0,0
hsa-miR-1827,NM_024923,NUP210,((.((((((((.(((...&)))..)))))))))).,6391,6407,1.0,-16.2,1,1.653091e-07,0.397,4.09276325,4.131817397500001,-9.074966310408083,13,16,10,3UTR,MIRT701272,0,0
hsa-miR-1827,NM_025214,CCDC68,((((((((.(((......&))).)))))))).,3569,3582,1.0,-17.1,1,0.09341664,0.544,1.1872647250000001,1.0524234847500002,-8.108433275188325,11,13,8,3UTR,MIRT628344,0,1
hsa-miR-1827,NM_002467,MYC,(((((((((.........&.))))))))).,1829,1875,1.0,-16.4,1,0.2356394,0.662,1.061021,2.27528390375,-14.466127870277449,9,11,9,3UTR,MIRT105105,0,1
hsa-miR-1827,NM_002826,QSOX1,((((((((((((......&.))))))))).))).,6929,6946,1.0,-18.2,1,0.01262961,0.471,-0.38361538461538464,-0.24763749999999998,-7.052043616942562,12,15,9,3UTR,MIRT763095,0,0
hsa-miR-1827,NM_003023,SH3BP2,(((((((((((((((...&)))))))))).))))).,7519,7536,1.0,-22.8,1,2.579087e-06,0.471,-0.21917449999999994,0.12486985,-4.1706235265052785,15,17,10,3UTR,MIRT763113,0,1
hsa-miR-1827,NM_003039,SLC2A5,((((((((.(((((((..&))))))).))).))))).,2552,2570,1.0,-19.8,1,0.02603934,0.441,1.1608597555555553,1.3623627950000001,-4.993964104447428,15,18,7,3UTR,MIRT550574,0,0
hsa-miR-1827,NM_003309,TSPYL1,((((((((.(((((((((&)))))).....))).)))))))).,2106,2130,1.0,-19.2,1,0.007374116,0.353,0.39779531428571424,0.6175096975,-4.993964104447428,17,24,8,3UTR,MIRT697958,0,0
hsa-miR-1827,NM_003342,UBE2G1,.(((((((.(((......&.)))))))))).,1844,1863,1.0,-15.9,1,0.2077392,0.603,0.6162834857142857,0.34174006250000005,-7.964183666343778,10,12,10,3UTR,MIRT398942,0,1
hsa-miR-1827,NM_003423,ZNF43,((((((((((((((....&))))))).))))))).,4935,4951,1.0,-19.8,1,0.000410462,0.412,0.0,0.0,-4.906073086755913,14,16,7,3UTR,MIRT661134,0,1
hsa-miR-1827,NM_003609,HIRIP3,.((((((((.(((((...&))))))))))))).,1950,1964,1.0,-18.3,1,0.001488401,0.456,0.6874650999999999,-0.091394825,-5.2688803859889095,13,14,13,3UTR,MIRT451590,0,0
hsa-miR-1827,NM_003668,MAPKAPK5,((((((((..(((((...&)))))...)))))))).,6057,6074,1.0,-18.7,1,0.01093998,0.441,0.08230262500000002,-0.12435040412500001,-6.46951965307922,13,17,8,3UTR,MIRT738119,0,0
hsa-miR-1827,NM_003979,GPRC5A,((((((((((........&)))))))))).,1918,1929,1.0,-17.2,1,0.003190563,0.485,-0.32610864,-0.12052687000000008,-13.223621401949268,10,11,10,3UTR,MIRT703121,0,0
hsa-miR-1827,NM_004101,F2RL2,(((((((((.........&))))))))).,1934,1944,1.0,-16.2,1,0.0007087326,0.529,0.0190201888888889,-0.15268172474999994,-14.466127870277449,9,10,9,3UTR,MIRT681623,0,1
hsa-miR-1827,NM_004298,NUP155,(((((((((((((((...&)))))))).))))))).,5967,5984,1.0,-20.5,1,0.001342205,0.441,3.8453200625000004,3.2069076287500002,-4.1706235265052785,15,17,8,3UTR,MIRT540857,0,0
hsa-miR-1827,NM_004707,ATG12,((((((((((........&)))))))))).,3404,3415,1.0,-17.5,1,0.02502829,0.632,0.4303199999999999,0.01044792374999999,-13.223621401949268,10,11,10,3UTR,MIRT503524,0,1
hsa-miR-1827,NM_004914,RAB36,.((((((((((.......&)))))))))).,1760,1771,1.0,-19.2,1,0.03346733,0.426,-0.6502786394,-0.23702381488750007,-10.254597317694373,10,11,10,3UTR,MIRT461125,0,1
hsa-miR-1827,NM_005207,CRKL,(((((((((((.......&.))))))))))).,4124,4162,1.0,-20.4,1,1.381824e-05,0.471,0.3445901372727272,-0.07609869312499998,-10.39884692653892,11,13,11,3UTR,MIRT300560,0,1
hsa-miR-1827,NM_005401,PTPN14,.(((((((((((((....&))))))))))))).,10723,10737,1.0,-20.3,1,0.001386415,0.691,1.2880511538461537,2.85691292625,-4.761823477911366,13,14,13,3UTR,MIRT783968,0,0
hsa-miR-1827,NM_005437,NCOA4,.(((((((((((......&)))..)))))))).,3056,3070,1.0,-15.5,1,0.08519714,0.618,3.9811299230769235,3.8193557815874994,-6.907794008098015,11,14,8,3UTR,MIRT763077,0,1
hsa-miR-1827,NM_005590,MRE11,(((((((((.........&))))))))).,3559,3569,1.0,-16.2,1,1.458668e-05,0.603,-0.2564874555555556,-0.024238592500000003,-14.466127870277449,9,10,9,3UTR,MIRT551335,0,0
hsa-miR-1827,NM_005591,MRE11,(((((((((.........&))))))))).,3536,3546,1.0,-16.2,1,1.458668e-05,0.603,0.047372311111111114,-0.029241473750000014,-14.466127870277449,9,10,9,3UTR,MIRT551335,0,0
hsa-miR-1827,NM_006286,TFDP2,((((((((((((((....&))))))).))))))).,7013,7029,1.0,-19.8,1,0.0003897032,0.471,0.24379808,0.61597783,-4.906073086755913,14,16,7,3UTR,MIRT452517,0,1
hsa-miR-1827,NM_006293,TYRO3,.(((((((.(((((((..&)))))))))))))).,6467,6482,1.0,-22.0,1,0.2610047,0.441,-0.34735427142857145,0.058457038750000044,-4.849714495602881,14,15,14,3UTR,MIRT738167,0,0
hsa-miR-1827,NM_006355,TRIM38,(((((((.(((..(((..&)))..)))))))))).,3012,3028,1.0,-17.4,1,0.06030367,0.618,-0.10469295714285716,-0.16635578,-10.887143297644894,13,16,10,3UTR,MIRT646583,0,0
hsa-miR-1827,NM_006628,ARPP19,((((((((.(((((((((&)))))).....))).)))))))).,4001,4025,1.0,-19.2,1,0.008436718,0.412,1.374204885714286,1.38409598,-4.993964104447428,17,24,8,3UTR,MIRT763008,0,1
hsa-miR-1827,NM_006753,SURF6,((((((((.(((..((..&.))..))))))))))).,3860,3892,1.0,-18.0,1,0.01336349,0.382,-0.21636995000000014,0.9544770574999999,-7.139934634634077,13,17,11,3UTR,MIRT455936,0,0
hsa-miR-1827,NM_007281,SCRG1,.(((((((.((.(((...&))).))))))))).,3291,3305,1.0,-15.7,1,0.003502932,0.5,0.4236498285714286,0.1646396275,-8.42956688550285,12,14,9,3UTR,MIRT681642,0,0
hsa-miR-1827,NM_012164,FBXW2,((((((.(((((((((..&))))))))).)))))).,2715,2732,1.0,-21.2,1,0.002412746,0.574,0.5521911222222222,0.16764181750000004,-5.4812609810729835,15,17,9,3UTR,MIRT624922,0,0
hsa-miR-1827,NM_012193,FZD4,.((((((((.(.((((..&)))).).)))))))).,2052,2068,1.0,-17.6,1,0.07236099,0.471,0.10422950000000004,0.6873571225,-8.382634615281653,13,16,8,3UTR,MIRT763047,0,1
hsa-miR-1827,NM_012287,ACAP2,((((((((.(((((((((&)))))).....))).)))))))).,3834,3858,1.0,-19.2,1,0.008331163,0.397,0.6213645428571428,0.583745065,-4.993964104447428,17,24,8,3UTR,MIRT443527,0,1
hsa-miR-1827,NM_013229,APAF1,((((((((..(((((...&)))))...)))))))).,5269,5286,1.0,-18.7,1,0.004658371,0.412,0.4045481249999999,0.0615277625,-6.46951965307922,13,17,8,3UTR,MIRT457982,0,1
hsa-miR-1827,NM_013376,SERTAD1,((((((((((((((....&.))))))).))))))).,1726,1760,1.0,-20.6,1,0.001791842,0.441,2.942464933333334,1.8660628787500007,-4.906073086755913,14,17,7,3UTR,MIRT763106,0,0
hsa-miR-1827,NM_001330264,TYRO3,.(((((((.(((((((..&)))))))))))))).,6622,6637,1.0,-22.0,1,0.2610047,0.441,0.0,0.0,-4.849714495602881,14,15,14,3UTR,MIRT738167,0,0
hsa-miR-1827,NM_001330421,CYB561,.((((((((((.((.(..&).)).)))))))))).,1769,1785,1.0,-19.2,1,1.292799e-05,0.382,-0.11459451999999999,-0.251138555,-7.875577707204108,13,16,10,3UTR,MIRT689432,0,0
hsa-miR-1827,NM_001345949,ZNF383,.((((((((((.(((...&))))))))))))).,3899,3913,1.0,-20.2,1,0.009262474,0.412,0.0,0.0,-7.373177227257086,13,14,13,3UTR,MIRT681247,0,0
hsa-miR-1827,NM_001346343,MRRF,.((((((((((((((...&)))))))))))))).,1486,1501,1.0,-21.0,1,0.003998995,0.574,-0.00791594285714285,-0.18551450749999998,-4.026373917660731,14,15,14,3UTR,MIRT763072,0,0
hsa-miR-1827,NM_001349878,RAB36,.((((((((((.......&)))))))))).,1893,1904,1.0,-19.2,1,0.03346733,0.426,-0.6502786394,-0.23702381488750007,-10.254597317694373,10,11,10,3UTR,MIRT461125,0,1
hsa-miR-1827,NM_001351021,VPS33A,((((((((((((......&)))))))))))).,648,661,1.0,-21.8,1,2.914788e-06,0.471,0.198748,1.5921927387500003,-7.052043616942562,12,13,12,3UTR,MIRT460801,0,1
hsa-miR-1827,NM_001351312,LETMD1,.((((((((((((((((.&))))).))))))))))).,1735,1753,1.0,-23.8,1,0.02083828,0.5,0.9570993529411768,0.36668759125000006,-3.793324837357118,16,18,11,3UTR,MIRT474178,0,0
hsa-miR-1827,NM_001351330,LETMD1,.((((((((((((((((.&))))).))))))))))).,1491,1509,1.0,-23.8,1,0.02083828,0.5,0.9570993529411768,0.36668759125000006,-3.793324837357118,16,18,11,3UTR,MIRT474178,0,0
hsa-miR-1827,NM_001352381,SLC25A45,((((((((.(((((((((&)))))).....))).)))))))).,1309,1333,1.0,-19.2,1,0.03374951,0.412,1.7733915714285717,2.28600444,-4.993964104447428,17,24,8,3UTR,MIRT503430,0,1
hsa-miR-1827,NM_001354870,MYC,(((((((((.........&.))))))))).,2623,2669,1.0,-16.4,1,0.2356394,0.662,1.061021,2.27528390375,-14.466127870277449,9,11,9,3UTR,MIRT105105,0,1
hsa-miR-1827,NM_001357021,EGF,((((((((..(((((...&)))))...)))))))).,4649,4666,1.0,-18.7,1,0.0060849,0.412,0.371132,0.16433303999999999,-6.46951965307922,13,17,8,3UTR,MIRT460835,0,1
hsa-miR-1827,NM_001363940,TASOR,.((((((((((...((((&))))....)))))))))).,5886,5905,1.0,-19.3,1,0.614814,0.662,2.9656453799999998,2.20886570625,-9.286098677140124,14,19,10,3UTR,MIRT477077,0,1
hsa-miR-1827,NM_001364680,TPM3,.(((((((.((((.....&))))))))))).,1101,1113,1.0,-16.6,1,0.07649274,0.441,4.562144285714286,1.68407391625,-6.675053053677535,11,12,11,3UTR,MIRT465331,0,1
hsa-miR-1827,NM_001366935,PTAR1,.((((((((((.......&.)))))))))).,5292,5311,1.0,-16.5,1,0.02014155,0.544,0.49848050000000016,0.426045005,-10.254597317694373,10,12,10,3UTR,MIRT566260,0,1
hsa-miR-1827,NM_001371487,MAPKAPK5,((((((((..(((((...&)))))...)))))))).,5760,5777,1.0,-18.7,1,0.01093998,0.441,0.08230262500000002,-0.12435040412500001,-6.46951965307922,13,17,8,3UTR,MIRT738119,0,0
hsa-miR-1827,NM_001375756,TFDP2,((((((((((((((....&))))))).))))))).,7010,7026,1.0,-19.8,1,0.0003897032,0.471,0.3751554799999999,0.5904360425000001,-4.906073086755913,14,16,7,3UTR,MIRT452517,0,1
hsa-miR-1827,NM_001376922,TPBG,(((((((((.........&))))))))).,2047,2057,1.0,-16.4,1,0.04011698,0.662,3.8837665555555554,1.4094953587499999,-14.466127870277449,9,10,9,3UTR,MIRT361349,0,1
hsa-miR-1827,NM_001570,IRAK2,(.(((((((.((((((((&))))))))))))))).).,2632,2650,1.0,-20.6,1,0.03038207,0.632,0.21125654999999996,-0.12667384525000006,-6.343756796545015,16,18,15,3UTR,MIRT763055,0,0
hsa-miR-1827,NM_001874,CPM,.(((((((.((.(((...&))).))))))))).,6522,6536,1.0,-15.7,1,0.01137461,0.397,1.9156618714285716,1.37472604,-8.42956688550285,12,14,9,3UTR,MIRT763033,0,0
hsa-miR-1827,NM_001915,CYB561,.((((((((((.((.(..&).)).)))))))))).,1755,1771,1.0,-19.2,1,1.292799e-05,0.382,-0.13666222,-0.315962555,-7.875577707204108,13,16,10,3UTR,MIRT689432,0,0
hsa-miR-1827,NM_001963,EGF,((((((((..(((((...&)))))...)))))))).,5097,5114,1.0,-18.7,1,0.0060849,0.412,0.371132,0.16433303999999999,-6.46951965307922,13,17,8,3UTR,MIRT460835,0,1
hsa-miR-1827,NM_002065,GLUL,...(((((((((......&))))))))).,7502,7512,1.0,-16.4,1,0.04627723,0.632,0.4672083666666667,0.15007062499999999,-9.629009364419638,9,10,9,3UTR,MIRT688079,0,0
hsa-miR-1827,NM_002094,GSPT1,((((((((.((((((...&)))))).)))))))).,3786,3802,1.0,-19.6,1,0.006049235,0.441,1.3482445375000003,0.9624438812499999,-5.227013184751041,14,16,8,3UTR,MIRT444626,0,0
hsa-miR-1827,NM_000084,CLCN5,.(((((((.(((((....&)))))))))))).,7810,7823,1.0,-18.2,1,0.09442082,0.603,0.2646933442857143,-0.28578963837500004,-5.818213136157129,12,13,12,3UTR,MIRT479197,0,1
hsa-miR-1827,NM_000875,IGF1R,.(((((((.(((......&)))))))))).,9225,9236,1.0,-15.7,1,0.04152967,0.618,0.8052287,1.3987239325,-7.964183666343778,10,11,10,3UTR,MIRT282632,0,0
hsa-miR-1827,NM_001011537,FYTTD1,((((((((((((((....&))))))).))))))).,5580,5596,1.0,-19.8,1,0.0002806837,0.441,0.0,0.0,-4.906073086755913,14,16,7,3UTR,MIRT703437,0,0
hsa-miR-1827,NM_001017916,CYB561,.((((((((((.((.(..&).)).)))))))))).,2435,2451,1.0,-19.2,1,1.292799e-05,0.382,4.232044064,3.1330103365,-7.875577707204108,13,16,10,3UTR,MIRT689432,0,0
hsa-miR-1827,NM_001042663,PLEKHG5,.((((((((((.(((((.&))))))))))))))).,3355,3371,1.0,-22.5,1,0.0001145388,0.353,3.01214924,2.454540395,-7.140128146953473,15,16,15,3UTR,MIRT738141,0,1
hsa-miR-1827,NM_001043318,MIDEAS,..(((((((((((.....&))))))))))).,7415,7427,1.0,-16.0,1,0.00207757,0.618,0.34690109999999996,0.36285165125000035,-6.782339277446944,11,12,11,3UTR,MIRT280105,0,1
hsa-miR-1827,NM_001043351,TPM3,.(((((((.((((.....&))))))))))).,1007,1019,1.0,-16.6,1,0.07649274,0.441,0.5636230000000001,0.54721708625,-6.675053053677535,11,12,11,3UTR,MIRT465331,0,1
hsa-miR-1827,NM_001043352,TPM3,.(((((((.((((.....&))))))))))).,2334,2346,1.0,-16.6,1,0.07649274,0.441,3.386021428571429,2.9879450500000004,-6.675053053677535,11,12,11,3UTR,MIRT465331,0,1
hsa-miR-1827,NM_001043353,TPM3,.(((((((.((((.....&))))))))))).,2334,2346,1.0,-16.6,1,0.07649274,0.441,3.386021428571429,2.9879450500000004,-6.675053053677535,11,12,11,3UTR,MIRT465331,0,1
hsa-miR-1827,NM_001047,SRD5A1,((((((((.(((((((((&)))))).....))).)))))))).,5019,5043,1.0,-19.2,1,0.1305715,0.441,-0.1243317142857143,0.01758730000000001,-4.993964104447428,17,24,8,3UTR,MIRT695810,0,0
hsa-miR-1827,NM_001077197,PDE11A,((((((((.(((((....&)))))...)))))))).,6572,6589,1.0,-17.8,1,0.020777,0.471,2.8418400000000004,4.208519315,-5.962462745001676,13,17,8,3UTR,MIRT677447,0,0
hsa-miR-1827,NM_001077241,SLC25A45,((((((((.(((((((((&)))))).....))).)))))))).,1413,1437,1.0,-19.2,1,0.03374951,0.412,3.301098142857143,1.9913753650000001,-4.993964104447428,17,24,8,3UTR,MIRT503430,0,1
hsa-miR-1827,NM_001077358,PDE11A,((((((((.(((((....&)))))...)))))))).,6282,6299,1.0,-17.8,1,0.020777,0.471,4.009297875,3.4070248224999995,-5.962462745001676,13,17,8,3UTR,MIRT677447,0,0
hsa-miR-1827,NM_001085425,ARSA,.(((((((.((((.(((.&))).)))).))))))).,2489,2506,1.0,-17.2,1,0.1939531,0.5,2.0857537142857145,2.0587508687500002,-5.706554413123287,14,17,7,3UTR,MIRT610853,0,1
hsa-miR-1827,NM_001100625,CENPN,((((((((((........&)))))))))).,1403,1414,1.0,-16.8,1,0.002323988,0.603,3.6228334499999995,1.7009343725000003,-13.223621401949268,10,11,10,3UTR,MIRT620452,0,1
hsa-miR-1827,NM_001101417,CRPPA,((((((((((((((....&.))))))).))))))).,2611,2649,1.0,-19.9,1,0.0006535891,0.471,0.7293558053333331,0.011199763000000008,-4.906073086755913,14,17,7,3UTR,MIRT763056,0,0
hsa-miR-1827,NM_001111125,IQSEC2,.(((((((((((((....&.)))))..)))))))).,5698,5727,1.0,-18.4,1,0.00488576,0.471,1.6037612133333332,1.7925119675000003,-4.761823477911366,13,17,8,3UTR,MIRT487968,0,1
hsa-miR-1827,NM_001112736,TASOR,.((((((((((...((((&))))....)))))))))).,6374,6393,1.0,-19.3,1,0.614814,0.662,2.6255209,2.5989475425000004,-9.286098677140124,14,19,10,3UTR,MIRT477077,0,1
hsa-miR-1827,NM_001122681,SH3BP2,(((((((((((((((...&)))))))))).))))).,7316,7333,1.0,-22.8,1,2.579087e-06,0.471,-0.21917449999999994,0.12486985,-4.1706235265052785,15,17,10,3UTR,MIRT763113,0,1
hsa-miR-1827,NM_001127898,CLCN5,.(((((((.(((((....&)))))))))))).,8201,8214,1.0,-18.2,1,0.09442082,0.603,0.2646933442857143,-0.28578963837500004,-5.818213136157129,12,13,12,3UTR,MIRT479197,0,1
hsa-miR-1827,NM_001127899,CLCN5,.(((((((.(((((....&)))))))))))).,8460,8473,1.0,-18.2,1,0.09442082,0.603,0.2646933442857143,-0.28578963837500004,-5.818213136157129,12,13,12,3UTR,MIRT479197,0,1
hsa-miR-1827,NM_001128423,MPV17L,(((((((((((((((...&.))))).)))))))))).,1799,1823,1.0,-22.6,1,0.005756842,0.456,0.10810999999999998,-0.06845130000000002,-4.1706235265052785,15,18,10,3UTR,MIRT662298,0,1
hsa-miR-1827,NM_001130006,GSPT1,((((((((.((((((...&)))))).)))))))).,3783,3799,1.0,-19.6,1,0.006049235,0.441,0.532574075,0.86234314375,-5.227013184751041,14,16,8,3UTR,MIRT444626,0,0
hsa-miR-1827,NM_001130007,GSPT1,((((((((.((((((...&)))))).)))))))).,3811,3827,1.0,-19.6,1,0.006049235,0.441,0.9770764125,1.05825412625,-5.227013184751041,14,16,8,3UTR,MIRT444626,0,0
hsa-miR-1827,NM_001130031,ZNF562,((((((((((((((((..&))))).))....))))))))).,1885,1907,1.0,-18.8,1,0.003274314,0.5,0.11055691428571432,0.04349119749999999,-3.937574446201665,16,22,9,3UTR,MIRT695565,0,0
hsa-miR-1827,NM_001130146,CCDC77,...(((((((((.(((..&)))))))))))).,1587,1600,1.0,-18.4,1,0.0011722,0.544,-0.09717933333333331,-0.2892293975,-7.803670806344982,12,13,12,3UTR,MIRT650527,0,0
hsa-miR-1827,NM_001130148,CCDC77,...(((((((((.(((..&)))))))))))).,1632,1645,1.0,-18.4,1,0.0011722,0.544,-0.09717933333333331,-0.2892293975,-7.803670806344982,12,13,12,3UTR,MIRT650527,0,0
hsa-miR-1827,NM_001130699,IPCEF1,.(((((((((((((....&.))))))).)))))).,5743,5779,1.0,-19.4,1,0.001820882,0.441,1.6586786442857144,2.5447743212500002,-4.761823477911366,13,16,7,3UTR,MIRT667848,0,0
hsa-miR-1827,NM_001130700,IPCEF1,.(((((((((((((....&.))))))).)))))).,5740,5776,1.0,-19.4,1,0.001820882,0.441,1.9489327728571426,2.68385865875,-4.761823477911366,13,16,7,3UTR,MIRT667848,0,0
hsa-miR-1827,NM_001130720,AHCYL2,((((((((..(((((...&)))))...)))))))).,4436,4453,1.0,-18.7,1,0.01153535,0.441,-0.12564509999999998,0.17152437375000001,-6.46951965307922,13,17,8,3UTR,MIRT559651,0,1
hsa-miR-1827,NM_001130722,AHCYL2,((((((((..(((((...&)))))...)))))))).,4115,4132,1.0,-18.7,1,0.01153535,0.441,-0.12564509999999998,0.17152437375000001,-6.46951965307922,13,17,8,3UTR,MIRT559651,0,1
hsa-miR-1827,NM_001130723,AHCYL2,((((((((..(((((...&)))))...)))))))).,4198,4215,1.0,-18.7,1,0.01153535,0.441,-0.12564509999999998,0.17152437375000001,-6.46951965307922,13,17,8,3UTR,MIRT559651,0,1
hsa-miR-1827,NM_001143828,HRH4,.(((((((.((.(((...&))).))))))))).,2434,2448,1.0,-15.7,1,0.009331566,0.456,0.2892281428571429,-0.01638353750000001,-8.42956688550285,12,14,9,3UTR,MIRT681981,0,0
hsa-miR-1827,NM_001143829,CCDC68,((((((((.(((......&))).)))))))).,3513,3526,1.0,-17.1,1,0.09341664,0.544,2.295952975,1.7974187725,-8.108433275188325,11,13,8,3UTR,MIRT628344,0,1
hsa-miR-1827,NM_001145260,NCOA4,.(((((((((((......&)))..)))))))).,3291,3305,1.0,-15.5,1,0.08519714,0.618,4.164138461538463,3.756936135,-6.907794008098015,11,14,8,3UTR,MIRT763077,0,1
hsa-miR-1827,NM_001145261,NCOA4,.(((((((((((......&)))..)))))))).,3202,3216,1.0,-15.5,1,0.08519714,0.618,4.164138461538463,3.756936135,-6.907794008098015,11,14,8,3UTR,MIRT763077,0,1
hsa-miR-1827,NM_001145720,ZBTB8B,....((((((((((((..&)))))))))))).,11405,11418,1.0,-19.7,1,0.00229416,0.662,0.13717981666666668,0.44258046125000006,-9.546562468637928,12,13,12,3UTR,MIRT697485,0,0
hsa-miR-1827,NM_001145855,SH3BP2,(((((((((((((((...&)))))))))).))))).,7449,7466,1.0,-22.8,1,2.579087e-06,0.471,-0.21917449999999994,0.12486985,-4.1706235265052785,15,17,10,3UTR,MIRT763113,0,1
hsa-miR-1827,NM_001145856,SH3BP2,(((((((((((((((...&)))))))))).))))).,7483,7500,1.0,-22.8,1,2.579087e-06,0.471,-0.21917449999999994,0.12486985,-4.1706235265052785,15,17,10,3UTR,MIRT763113,0,1
hsa-miR-1827,NM_001160,APAF1,((((((((..(((((...&)))))...)))))))).,5140,5157,1.0,-18.7,1,0.004658371,0.412,0.4045481249999999,0.0615277625,-6.46951965307922,13,17,8,3UTR,MIRT457982,0,1
hsa-miR-1827,NM_001166301,DHX40,.((((((((((((.((..&.))..)))))))))))).,3130,3173,1.0,-18.0,1,0.02752708,0.559,1.9243884999999998,1.5817630743750004,-4.650164754877524,14,18,12,3UTR,MIRT491274,0,0
hsa-miR-1827,NM_001166392,TPBG,(((((((((.........&))))))))).,2041,2051,1.0,-16.4,1,0.04011698,0.662,3.8837665555555554,1.4094953587499999,-14.466127870277449,9,10,9,3UTR,MIRT361349,0,1
hsa-miR-1827,NM_001168342,TTC39B,((((((((.(((((((((&)))))).....))).)))))))).,6323,6347,1.0,-19.2,1,0.02382784,0.441,0.3881009071428571,0.20537271999999995,-4.993964104447428,17,24,8,3UTR,MIRT452397,0,0
hsa-miR-1827,NM_001168342,TTC39B,((((((((.(((((((((&)))))).....))).)))))))).,8728,8752,1.0,-19.2,1,0.005889442,0.441,1.873496242857143,2.694318857499999,-4.993964104447428,17,24,8,3UTR,MIRT452397,0,0
hsa-miR-1827,NM_001168342,TTC39B,..((((((((((......&)))))))))).,7308,7319,1.0,-17.6,1,0.004205706,0.676,0.17378160999999998,0.24106366625000006,-8.071469890113187,10,11,10,3UTR,MIRT452397,0,0
hsa-miR-1827,NM_001173512,MRRF,.((((((((((((((...&)))))))))))))).,1419,1434,1.0,-21.0,1,0.003998995,0.574,0.28926172142857143,0.32133763125000014,-4.026373917660731,14,15,14,3UTR,MIRT763072,0,0
hsa-miR-1827,NM_001178130,EGF,((((((((..(((((...&)))))...)))))))).,4974,4991,1.0,-18.7,1,0.0060849,0.412,0.371132,0.16433303999999999,-6.46951965307922,13,17,8,3UTR,MIRT460835,0,1
